date,Global_active_power,Global_reactive_power,Sub_metering_1,Sub_metering_2,Sub_metering_3,Voltage,Global_intensity,Sub_metering_remainder,month,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,dayofweek,dayofyear,dow_sin,dow_cos,doy_sin,doy_cos
2006-12-26,3934.11,165.102,1086.0,2533.0,14979.0,241.6254375,11.347916666666666,46970.5,2006-12-01,6.659999999999999,9.0,6.0,2.0,2.0,1,360,0.7818314824680298,0.6234898018587336,-0.09019000427034513,0.9959245770286599
2006-12-27,1528.76,178.902,0.0,314.0,6976.0,243.76736111111111,4.5175,18189.333333333332,2006-12-01,6.659999999999999,9.0,6.0,2.0,2.0,2,361,0.9749279121818236,-0.22252093395631434,-0.07304518821104743,0.9973286321364752
2006-12-28,2072.638,208.876,2207.0,4419.0,9176.0,243.26833333333335,6.086250000000001,18741.966666666667,2006-12-01,6.659999999999999,9.0,6.0,2.0,2.0,3,362,0.43388373911755823,-0.900968867902419,-0.05587875690537313,0.9984375616565666
2006-12-29,3174.392,196.394,1252.0,5162.0,11329.0,240.87130555555555,9.271388888888888,35163.53333333333,2006-12-01,6.659999999999999,9.0,6.0,2.0,2.0,4,363,-0.433883739117558,-0.9009688679024191,-0.03869579017652689,0.9992510374388481
2006-12-30,2802.336,312.72,3147.0,7938.0,12515.0,240.53597222222223,8.318888888888889,23105.6,2006-12-01,6.659999999999999,9.0,6.0,2.0,2.0,5,364,-0.9749279121818236,-0.2225209339563146,-0.021501372740813793,0.999768818762748
2006-12-31,3494.196,150.852,0.0,347.0,6502.0,239.8965763888889,10.199583333333333,51387.6,2006-12-01,6.659999999999999,9.0,6.0,2.0,2.0,6,365,-0.7818314824680299,0.6234898018587334,-0.004300592702981974,0.9999907524084426
2007-01-01,2749.004,148.166,0.0,352.0,5880.0,240.12897916666665,7.916944444444444,39584.73333333333,2007-01-01,2.8,9.0,1.0,0.0,0.0,0,1,0.0,1.0,0.017201575418260506,0.9998520419557735
2007-01-02,1269.236,190.342,0.0,348.0,6562.0,241.94377777777777,3.7140277777777775,14243.933333333334,2007-01-01,2.8,9.0,1.0,0.0,0.0,1,2,0.7818314824680298,0.6234898018587336,0.03439806061360801,0.9994082116062598
2007-01-03,1014.054,196.728,0.0,344.0,4765.0,243.5570902777778,3.0140277777777778,11791.900000000001,2007-01-01,2.8,9.0,1.0,0.0,0.0,2,3,0.9749279121818236,-0.22252093395631434,0.051584366869408364,0.9986686402879997
2007-01-04,3259.412,202.302,1051.0,7597.0,10896.0,239.7502986111111,9.478194444444444,34779.53333333333,2007-01-01,2.8,9.0,1.0,0.0,0.0,3,4,0.43388373911755823,-0.900968867902419,0.06875540848113941,0.9976335468520451
2007-01-05,2713.364,173.154,1483.0,379.0,7602.0,240.49576388888892,7.885138888888889,35758.73333333333,2007-01-01,2.8,9.0,1.0,0.0,0.0,4,5,-0.433883739117558,-0.9009688679024191,0.08590610426133272,0.9963032375991965
2007-01-06,1508.378,192.188,1336.0,402.0,5678.0,239.67305555555555,4.543888888888889,17723.633333333335,2007-01-01,2.8,9.0,1.0,0.0,0.0,5,6,-0.9749279121818236,-0.2225209339563146,0.10303137904317879,0.9946781061893646
2007-01-07,2447.62,246.074,1987.0,8177.0,12810.0,240.90248611111113,7.282638888888889,17819.666666666664,2007-01-01,2.8,9.0,1.0,0.0,0.0,6,7,-0.7818314824680299,0.6234898018587334,0.1201261651823505,0.9927586335250793
2007-01-08,2241.36,207.568,0.0,467.0,17547.0,239.5769513888889,6.551666666666667,19342.0,2007-01-01,2.8,9.0,1.0,0.0,0.0,0,8,0.0,1.0,0.13718540405660057,0.9905453876091833
2007-01-09,1869.054,207.248,1688.0,4267.0,9790.0,240.48752083333335,5.521111111111111,15405.900000000001,2007-01-01,2.8,9.0,1.0,0.0,0.0,1,9,0.7818314824680298,0.6234898018587336,0.1542040475626894,0.988039023376751
2007-01-10,2154.8,228.452,771.0,4456.0,11012.0,241.02745138888892,6.357777777777779,19674.333333333336,2007-01-01,2.8,9.0,1.0,0.0,0.0,2,10,0.9749279121818236,-0.22252093395631434,0.17117705961019986,0.985240282501282
2007-01-11,2255.194,230.02,1378.0,2170.0,12415.0,241.1556875,6.658333333333333,21623.566666666666,2007-01-01,2.8,9.0,1.0,0.0,0.0,3,11,0.43388373911755823,-0.900968867902419,0.18809941761179758,0.9821499931752291
2007-01-12,1461.296,199.14,0.0,439.0,8276.0,241.53820833333336,4.309166666666666,15639.933333333334,2007-01-01,2.8,9.0,1.0,0.0,0.0,4,12,-0.433883739117558,-0.9009688679024191,0.20496611396949532,0.9787690698649216
2007-01-13,3186.814,290.736,7806.0,2975.0,11341.0,239.28361111111113,9.453055555555554,30991.566666666666,2007-01-01,2.8,9.0,1.0,0.0,0.0,5,13,-0.9749279121818236,-0.2225209339563146,0.22177215755648186,0.975098513039961
2007-01-14,3011.029,227.377,1777.0,4215.0,12991.5,238.81780555555557,8.971666666666668,31200.316666666666,2007-01-01,2.8,9.0,1.0,0.0,0.0,6,14,-0.7818314824680299,0.6234898018587334,0.23851257519407648,0.9711394088771653
2007-01-15,2148.678,174.86,1099.0,2239.0,15163.0,241.2409097222222,6.261527777777778,17310.300000000003,2007-01-01,2.8,9.0,1.0,0.0,0.0,0,15,0.0,1.0,0.2551824131233728,0.9668929289391521
2007-01-16,1686.404,185.428,2063.0,644.0,6583.0,241.94475694444446,4.975972222222222,18816.733333333334,2007-01-01,2.8,9.0,1.0,0.0,0.0,1,16,0.7818314824680298,0.6234898018587336,0.2717767384711357,0.9623603298276545
2007-01-17,2847.688,200.752,3500.0,5737.0,16064.0,241.00525,8.283888888888889,22160.466666666667,2007-01-01,2.8,9.0,1.0,0.0,0.0,2,17,0.9749279121818236,-0.22252093395631434,0.2882906407095177,0.9575429528116719
2007-01-18,1821.462,177.712,0.0,336.0,13491.0,240.89359722222224,5.3425,16530.7,2007-01-01,2.8,9.0,1.0,0.0,0.0,3,18,0.43388373911755823,-0.900968867902419,0.3047192331091634,0.9524422234305676
2007-01-19,1480.44,170.052,2103.0,330.0,7172.0,240.16094444444445,4.37625,15069.0,2007-01-01,2.8,9.0,1.0,0.0,0.0,4,19,-0.433883739117558,-0.9009688679024191,0.321057654185271,0.9470596510722283
2007-01-20,3133.732,238.362,4324.0,5222.0,11440.0,238.8674722222222,9.348055555555556,31242.86666666667,2007-01-01,2.8,9.0,1.0,0.0,0.0,5,20,-0.9749279121818236,-0.2225209339563146,0.3373010691361842,0.9413968285264122
2007-01-21,3407.262,229.736,10346.0,5567.0,11599.0,238.96811805555558,10.190694444444444,29275.699999999997,2007-01-01,2.8,9.0,1.0,0.0,0.0,6,21,-0.7818314824680299,0.6234898018587334,0.3534446712740877,0.9354554315134164
2007-01-22,2180.494,168.642,1054.0,2983.0,11361.0,241.60313194444444,6.355277777777778,20943.566666666666,2007-01-01,2.8,9.0,1.0,0.0,0.0,0,22,0.0,1.0,0.3694836834473831,0.9292372181882051
2007-01-23,1777.64,138.28,0.0,1064.0,5061.0,242.76255555555556,5.260833333333333,23502.333333333332,2007-01-01,2.8,9.0,1.0,0.0,0.0,1,23,0.7818314824680298,0.6234898018587336,0.38541335945432564,0.9227440286201427
2007-01-24,2987.854,178.06,3464.0,2480.0,11744.0,241.45769444444446,8.733611111111111,32109.566666666666,2007-01-01,2.8,9.0,1.0,0.0,0.0,2,24,0.9749279121818236,-0.22252093395631434,0.4012289854475009,0.9159777842484877
2007-01-25,1596.344,144.16,1158.0,262.0,11239.0,243.42436111111112,4.629305555555556,13946.733333333334,2007-01-01,2.8,9.0,1.0,0.0,0.0,3,25,0.43388373911755823,-0.900968867902419,0.4169258813287287,0.908940487313808
2007-01-26,1617.972,142.902,1163.0,261.0,8238.0,242.77179166666667,4.721388888888889,17304.2,2007-01-01,2.8,9.0,1.0,0.0,0.0,4,26,-0.433883739117558,-0.9009688679024191,0.4324994021339788,0.901634220265486
2007-01-27,2044.072,148.242,1170.0,3896.0,12374.0,241.61656944444442,5.949861111111111,16627.86666666667,2007-01-01,2.8,9.0,1.0,0.0,0.0,5,27,-0.9749279121818236,-0.2225209339563146,0.44794493940789115,0.8940611451454876
2007-01-28,3092.425,153.62800000000001,3466.0,3997.5,12061.0,240.30152083333334,9.133888888888889,32015.916666666664,2007-01-01,2.8,9.0,1.0,0.0,0.0,6,28,-0.7818314824680299,0.6234898018587334,0.4632579225674917,0.88622350294858
2007-01-29,1982.664,165.696,1123.0,294.0,15254.0,240.9295972222222,5.788888888888889,16373.400000000001,2007-01-01,2.8,9.0,1.0,0.0,0.0,0,29,0.0,1.0,0.4784338202547012,0.8781236129591848
2007-01-30,1707.798,180.934,1123.0,1424.0,8149.0,241.84087499999998,5.028194444444445,17767.3,2007-01-01,2.8,9.0,1.0,0.0,0.0,1,30,0.7818314824680298,0.6234898018587336,0.49346814167723735,0.8697638720650646
2007-01-31,2363.752,185.988,0.0,5950.0,15052.0,239.92113194444443,6.923611111111111,18393.86666666667,2007-01-01,2.8,9.0,1.0,0.0,0.0,2,31,0.9749279121818236,-0.22252093395631434,0.5083564379375122,0.8611467540480452
2007-02-01,1824.76,150.264,1170.0,386.0,13145.0,240.3921388888889,5.3325000000000005,15711.666666666668,2007-02-01,7.92,12.0,6.0,3.0,1.0,3,32,0.43388373911755823,-0.900968867902419,0.5230943033491326,0.8522748088519838
2007-02-02,1667.736,139.542,0.0,356.0,11338.0,240.3343888888889,4.870833333333334,16101.599999999999,2007-02-01,7.92,12.0,6.0,3.0,1.0,4,33,-0.433883739117558,-0.9009688679024191,0.5376773767406141,0.8431506618282
2007-02-03,4029.722,245.824,4746.0,4573.0,17834.0,238.91019444444444,11.815972222222221,40009.03333333334,2007-02-01,7.92,12.0,6.0,3.0,1.0,5,34,-0.9749279121818236,-0.2225209339563146,0.5521013427459208,0.8337770129585915
2007-02-04,3595.94,186.494,3391.0,4597.0,14472.0,239.63333333333333,10.565416666666668,37472.333333333336,2007-02-01,7.92,12.0,6.0,3.0,1.0,6,35,-0.7818314824680299,0.6234898018587334,0.5663619330814524,0.8241566360566663
2007-02-05,1645.28,147.228,896.0,2564.0,7849.0,240.81031249999998,4.820416666666667,16112.333333333332,2007-02-01,7.92,12.0,6.0,3.0,1.0,0,36,0.0,1.0,0.580454927809098,0.8142923779467267
2007-02-06,1273.48,142.566,1185.0,405.0,4517.0,241.26415972222225,3.7719444444444448,15117.666666666668,2007-02-01,7.92,12.0,6.0,3.0,1.0,1,37,0.7818314824680298,0.6234898018587336,0.5943761565849831,0.804187157621448
2007-02-07,2328.018,177.708,3299.0,3513.0,11986.0,241.14969444444444,6.791666666666667,20002.300000000003,2007-02-01,7.92,12.0,6.0,3.0,1.0,2,38,0.9749279121818236,-0.22252093395631434,0.6081214998935418,0.7938439653781019
2007-02-08,1801.414,138.896,2226.0,366.0,10157.0,241.79730555555554,5.248333333333334,17274.566666666666,2007-02-01,7.92,12.0,6.0,3.0,1.0,3,39,0.43388373911755823,-0.900968867902419,0.6216868902665479,0.7832658619336791
2007-02-09,1620.198,158.066,0.0,3045.0,9770.0,241.74044444444445,4.727222222222222,14188.3,2007-02-01,7.92,12.0,6.0,3.0,1.0,4,40,-0.433883739117558,-0.9009688679024191,0.6350683134867438,0.7724559775191742
2007-02-10,2829.328,192.974,5071.0,2831.0,14405.0,240.0368263888889,8.303749999999999,24848.466666666667,2007-02-01,7.92,12.0,6.0,3.0,1.0,5,41,-0.9749279121818236,-0.2225209339563146,0.6482618097757122,0.7614175109532997
2007-02-11,3571.228,204.314,2430.0,4765.0,13114.0,239.5061458333333,10.526805555555557,39211.46666666667,2007-02-01,7.92,12.0,6.0,3.0,1.0,6,42,-0.7818314824680299,0.6234898018587334,0.6612634749656386,0.7501537286959042
2007-02-12,1877.61,136.704,2227.0,399.0,11517.0,240.09850000000003,5.503472222222222,17150.5,2007-02-01,7.92,12.0,6.0,3.0,1.0,0,43,0.0,1.0,0.6740694616546161,0.7386679638813748
2007-02-13,1414.546,134.678,0.0,2828.0,6256.0,241.16685416666667,4.14375,14491.766666666666,2007-02-01,7.92,12.0,6.0,3.0,1.0,1,44,0.7818314824680298,0.6234898018587336,0.6866759803451553,0.726963615332308
2007-02-14,2498.672,202.506,3295.0,3793.0,11579.0,240.3753888888889,7.315138888888888,22977.533333333333,2007-02-01,7.92,12.0,6.0,3.0,1.0,2,45,0.9749279121818236,-0.22252093395631434,0.6990793005655562,0.7150441465537444
2007-02-15,1985.346,165.964,0.0,2363.0,14028.0,240.66922222222223,5.820277777777778,16698.1,2007-02-01,7.92,12.0,6.0,3.0,1.0,3,46,0.43388373911755823,-0.900968867902419,0.7112757519738152,0.7029130847082615
2007-02-16,1702.528,151.686,1148.0,859.0,8689.0,240.82094444444442,5.0465277777777775,17679.466666666667,2007-02-01,7.92,12.0,6.0,3.0,1.0,4,47,-0.433883739117558,-0.9009688679024191,0.7232617254437388,0.6905740195722293
2007-02-17,2076.912,238.968,1765.0,2226.0,7157.0,239.31603472222224,6.129166666666666,23467.199999999997,2007-02-01,7.92,12.0,6.0,3.0,1.0,5,48,-0.9749279121818236,-0.2225209339563146,0.7350336741329413,0.6780306024735382
2007-02-18,3829.762,255.522,6107.0,8003.0,13129.0,239.17080555555557,11.238888888888889,36590.36666666667,2007-02-01,7.92,12.0,6.0,3.0,1.0,6,49,-0.7818314824680299,0.6234898018587334,0.746588114532413,0.6652865452111116
2007-02-19,2186.614,176.584,1634.0,2900.0,13085.0,239.78958333333333,6.442222222222222,18824.566666666666,2007-02-01,7.92,12.0,6.0,3.0,1.0,0,50,0.0,1.0,0.7579216274973472,0.6523456189565257
2007-02-20,3149.928,187.158,2058.0,5191.0,9713.0,239.86544444444445,9.168472222222222,35536.8,2007-02-01,7.92,12.0,6.0,3.0,1.0,1,51,0.7818314824680298,0.6234898018587336,0.7690308592589181,0.6392116531380588
2007-02-21,2072.874,189.87,3527.0,2332.0,11548.0,240.46096527777777,6.0744444444444445,17140.899999999994,2007-02-01,7.92,12.0,6.0,3.0,1.0,2,52,0.9749279121818236,-0.22252093395631434,0.7799125224167177,0.6258885343075018
2007-02-22,3377.42,138.144,1409.0,4165.0,12285.0,238.62018055555555,9.880277777777778,38431.333333333336,2007-02-01,7.92,12.0,6.0,3.0,1.0,3,53,0.43388373911755823,-0.900968867902419,0.7905633969115482,0.612380204990065
2007-02-23,1313.48,149.344,0.0,503.0,10786.0,240.68596527777777,3.825416666666667,10602.333333333332,2007-02-01,7.92,12.0,6.0,3.0,1.0,4,54,-0.433883739117558,-0.9009688679024191,0.8009803309782905,0.5986906625177214
2007-02-24,714.922,122.202,0.0,363.0,3562.0,239.86310416666666,2.0858333333333334,7990.366666666667,2007-02-01,7.92,12.0,6.0,3.0,1.0,5,55,-0.9749279121818236,-0.2225209339563146,0.8111602420785621,0.5848239578463322
2007-02-25,501.74,113.736,0.0,329.0,1660.0,241.6815486111111,1.462222222222222,6373.333333333334,2007-02-01,7.92,12.0,6.0,3.0,1.0,6,56,-0.7818314824680299,0.6234898018587334,0.8211001178128892,0.5707841943569036
2007-02-26,568.484,108.28,0.0,331.0,2830.0,241.27359027777777,1.658888888888889,6313.733333333334,2007-02-01,7.92,12.0,6.0,3.0,1.0,0,57,0.0,1.0,0.8307970168121247,0.5565755266413303
2007-02-27,518.112,113.204,0.0,314.0,1924.0,242.94427083333332,1.5245833333333334,6397.199999999999,2007-02-01,7.92,12.0,6.0,3.0,1.0,1,58,0.7818314824680298,0.6234898018587336,0.8402480696078469,0.5422021592729844
2007-02-28,520.774,113.372,0.0,340.0,1973.0,242.15959027777777,1.5284722222222222,6366.5666666666675,2007-02-01,7.92,12.0,6.0,3.0,1.0,2,59,0.9749279121818236,-0.22252093395631434,0.8494504794814806,0.527668345562516
2007-03-01,517.564,107.628,0.0,316.0,1980.0,241.3214027777778,1.508888888888889,6330.066666666666,2007-03-01,4.14,13.0,3.0,0.0,0.0,3,60,0.43388373911755823,-0.900968867902419,0.8584015232918917,0.512978386299228
2007-03-02,515.688,107.008,0.0,340.0,1969.0,240.59159722222225,1.5068055555555557,6285.799999999999,2007-03-01,4.14,13.0,3.0,0.0,0.0,4,61,-0.433883739117558,-0.9009688679024191,0.8670985522812081,0.4981366284784055
2007-03-03,819.122,134.992,0.0,347.0,4597.0,241.28808333333336,2.401111111111111,8708.033333333333,2007-03-01,4.14,13.0,3.0,0.0,0.0,5,62,-0.9749279121818236,-0.2225209339563146,0.8755389928586302,0.4831474640149687
2007-03-04,2090.7,175.682,1476.0,8711.0,9408.0,240.0297986111111,6.158194444444444,15249.999999999993,2007-03-01,4.14,13.0,3.0,0.0,0.0,6,63,-0.7818314824680299,0.6234898018587334,0.8837203473619977,0.4680153284438345
2007-03-05,2660.332,205.956,5727.0,12109.0,10026.0,240.03090972222222,7.840277777777778,16476.86666666667,2007-03-01,4.14,13.0,3.0,0.0,0.0,0,64,0.0,1.0,0.8916401947968874,0.45274469960737107
2007-03-06,1246.5,186.148,0.0,1740.0,4700.0,240.98806944444445,3.6956944444444444,14335.0,2007-03-01,4.14,13.0,3.0,0.0,0.0,1,65,0.7818314824680298,0.6234898018587336,0.8992961915530253,0.4373400963303323
2007-03-07,2375.206,171.2,1076.0,4761.0,15513.0,240.3235625,6.935,18236.76666666667,2007-03-01,4.14,13.0,3.0,0.0,0.0,2,66,0.9749279121818236,-0.22252093395631434,0.9066860720977985,0.4218060770826634
2007-03-08,1572.132,187.404,2180.0,3385.0,6655.0,240.66542361111112,4.665138888888889,13982.2,2007-03-01,4.14,13.0,3.0,0.0,0.0,3,67,0.43388373911755823,-0.900968867902419,0.9138076496466615,0.4061472386305789
2007-03-09,1272.612,119.238,1093.0,345.0,8631.0,240.88846527777778,3.73125,11141.2,2007-03-01,4.14,13.0,3.0,0.0,0.0,4,68,-0.433883739117558,-0.9009688679024191,0.9206588168102428,0.3903682146763026
2007-03-10,2484.712,243.528,4130.0,5422.0,10979.0,239.80283333333335,7.341944444444445,20880.86666666667,2007-03-01,4.14,13.0,3.0,0.0,0.0,5,69,-0.9749279121818236,-0.2225209339563146,0.9272375462179537,0.374473674486883
2007-03-11,3480.636,173.374,4810.0,3420.0,9500.0,240.00729166666667,10.121527777777779,40280.6,2007-03-01,4.14,13.0,3.0,0.0,0.0,6,70,-0.7818314824680299,0.6234898018587334,0.9335418911179212,0.35846832151248087
2007-03-12,1950.668,134.422,1403.0,2841.0,12353.0,240.55871527777776,5.728472222222222,15914.133333333335,2007-03-01,4.14,13.0,3.0,0.0,0.0,0,71,0.0,1.0,0.9395699859530622,0.342356891994542
2007-03-13,1290.144,126.718,1350.0,3859.0,5323.0,240.89796527777779,3.8056944444444443,10970.400000000001,2007-03-01,4.14,13.0,3.0,0.0,0.0,1,72,0.7818314824680298,0.6234898018587336,0.945320046913132,0.3261441535642696
2007-03-14,1793.364,157.522,3485.0,480.0,8607.0,240.77729166666666,5.2675,17317.4,2007-03-01,4.14,13.0,3.0,0.0,0.0,2,73,0.9749279121818236,-0.22252093395631434,0.9507903724625832,0.3098349038318025
2007-03-15,1884.814,159.326,0.0,3263.0,11036.0,240.28049305555552,5.523194444444444,17114.566666666666,2007-03-01,4.14,13.0,3.0,0.0,0.0,3,74,0.43388373911755823,-0.900968867902419,0.9559793438440766,0.2934339689665273
2007-03-16,1702.054,130.208,1106.0,4604.0,5370.0,239.52713194444445,4.992361111111111,17287.566666666666,2007-03-01,4.14,13.0,3.0,0.0,0.0,4,75,-0.433883739117558,-0.9009688679024191,0.9608854255574977,0.27694620226893646
2007-03-17,2028.09,127.068,2208.0,359.0,12275.0,238.22465277777778,5.946111111111111,18959.5,2007-03-01,4.14,13.0,3.0,0.0,0.0,5,76,-0.9749279121818236,-0.2225209339563146,0.9655071658143364,0.2603764827344581
2007-03-18,2371.046,241.45,6564.0,7369.0,5856.0,241.04781944444443,7.007916666666667,19728.433333333334,2007-03-01,4.14,13.0,3.0,0.0,0.0,6,77,-0.7818314824680299,0.6234898018587334,0.969843196967294,0.24372971360968387
2007-03-19,2152.518,144.764,1648.0,2686.0,14118.0,240.49709027777777,6.281944444444444,17423.300000000003,2007-03-01,4.14,13.0,3.0,0.0,0.0,0,78,0.0,1.0,0.9738922359149924,0.22701082094141847
2007-03-20,2086.228,164.87,3745.0,2837.0,11255.0,240.8156388888889,6.151249999999999,16933.466666666667,2007-03-01,4.14,13.0,3.0,0.0,0.0,1,79,0.7818314824680298,0.6234898018587336,0.9776530844816641,0.2102247521189836
2007-03-21,2142.092,142.83,1865.0,4133.0,12335.0,240.98664583333334,6.237222222222223,17368.533333333333,2007-03-01,4.14,13.0,3.0,0.0,0.0,2,80,0.9749279121818236,-0.22252093395631434,0.981124629771712,0.19337647441020586
2007-03-22,1454.978,113.826,353.0,736.0,10462.0,241.76352777777777,4.223055555555556,12698.633333333335,2007-03-01,4.14,13.0,3.0,0.0,0.0,3,81,0.43388373911755823,-0.900968867902419,0.984305844499033,0.17647097349152166
2007-03-23,1309.008,119.488,1127.0,777.0,8369.0,241.64547916666666,3.80375,11543.8,2007-03-01,4.14,13.0,3.0,0.0,0.0,4,82,-0.433883739117558,-0.9009688679024191,0.9871957872910085,0.15951325197263655
2007-03-24,2968.43,191.024,3707.0,5797.0,16382.0,239.70447222222222,8.703333333333333,23587.833333333336,2007-03-01,4.14,13.0,3.0,0.0,0.0,5,83,-0.9749279121818236,-0.2225209339563146,0.9897936029670716,0.14250832791617088
2007-03-25,3336.653,236.2,4630.0,3600.0,9358.0,240.03453819444442,9.717152777777779,38022.88333333333,2007-03-01,4.14,13.0,3.0,0.0,0.0,6,84,-0.7818314824680299,0.6234898018587334,0.992098522791769,0.12546123335273648
2007-03-26,1416.082,160.966,1088.0,344.0,9096.0,241.3368125,4.183055555555556,13073.366666666665,2007-03-01,4.14,13.0,3.0,0.0,0.0,0,85,0.0,1.0,0.9941098647022418,0.10837701279187609
2007-03-27,1105.14,151.726,0.0,3019.0,3697.0,240.60197916666664,3.296527777777778,11703.0,2007-03-01,4.14,13.0,3.0,0.0,0.0,1,86,0.7818314824680298,0.6234898018587336,0.9958270335100595,0.09126072172931188
2007-03-28,2333.898,196.518,1122.0,8527.0,13888.0,240.4446111111111,6.854583333333333,15361.300000000003,2007-03-01,4.14,13.0,3.0,0.0,0.0,2,87,0.9749279121818236,-0.22252093395631434,0.9972495210773451,0.07411742515094437
2007-03-29,1590.406,198.696,1162.0,460.0,10724.0,240.5366875,4.676805555555556,14160.766666666666,2007-03-01,4.14,13.0,3.0,0.0,0.0,3,88,0.43388373911755823,-0.900968867902419,0.998376906467142,0.056952196034039754
2007-03-30,1402.394,181.12800000000001,1094.0,468.0,8217.0,241.03922916666667,4.189583333333333,13594.233333333334,2007-03-01,4.14,13.0,3.0,0.0,0.0,4,89,-0.433883739117558,-0.9009688679024191,0.9992088560679753,0.03977011384605572
2007-03-31,3509.51,231.504,2620.0,7707.0,17682.0,239.26077083333334,10.264722222222222,30482.833333333336,2007-03-01,4.14,13.0,3.0,0.0,0.0,5,90,-0.9749279121818236,-0.2225209339563146,0.9997451236925734,0.022576263041545485
2007-04-01,2785.9519999999998,202.552,4629.0,5401.0,19509.0,240.02448611111112,8.149444444444445,16893.533333333333,2007-04-01,0.52,1.0,1.0,0.0,0.0,6,91,-0.7818314824680299,0.6234898018587334,0.9999855506507186,0.005375731557583884
2007-04-02,1960.778,174.336,1755.0,970.0,16641.0,240.46011805555557,5.71263888888889,13313.633333333335,2007-04-01,0.52,1.0,1.0,0.0,0.0,0,92,0.0,1.0,0.9999300657962057,-0.011826390691832589
2007-04-03,1642.82,168.76,3630.0,1042.0,7637.0,240.50495833333335,4.84625,15071.333333333332,2007-04-01,0.52,1.0,1.0,0.0,0.0,1,93,0.7818314824680298,0.6234898018587336,0.9995786855478958,-0.029025013321975237
2007-04-04,2051.868,172.318,3434.0,420.0,14748.0,240.33178472222224,5.98625,15595.800000000003,2007-04-01,0.52,1.0,1.0,0.0,0.0,2,94,0.9749279121818236,-0.22252093395631434,0.9989315138848577,-0.046215046983708354
2007-04-05,1844.078,244.538,1086.0,4277.0,10523.0,241.1731041666667,5.491527777777778,14848.633333333335,2007-04-01,0.52,1.0,1.0,0.0,0.0,3,95,0.43388373911755823,-0.900968867902419,0.9979887423155984,-0.06339140486951038
2007-04-06,1601.14,143.214,0.0,5466.0,9166.0,241.18445138888887,4.688611111111111,12053.666666666668,2007-04-01,0.52,1.0,1.0,0.0,0.0,4,96,-0.433883739117558,-0.9009688679024191,0.9967506498213929,-0.08054900421874167
2007-04-07,1553.924,138.73,1127.0,3111.0,5923.0,240.37859027777776,4.564583333333333,15737.733333333334,2007-04-01,0.52,1.0,1.0,0.0,0.0,5,97,-0.9749279121818236,-0.2225209339563146,0.9952176027737294,-0.09768276782171598
2007-04-08,1608.816,135.882,0.0,485.0,3545.0,240.34918055555556,4.719861111111111,22783.6,2007-04-01,0.52,1.0,1.0,0.0,0.0,6,98,-0.7818314824680299,0.6234898018587334,0.9933900548258936,-0.11478762552212701
